owner,repo_name,url,state,stars
shopwareLabs,extension-verifier,https://github.com/shopwareLabs/extension-verifier/pull/50,MERGED,32
synapsecns,sanguine,https://github.com/synapsecns/sanguine/pull/3595,MERGED,49
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/88,MERGED,29
qltysh,qlty,https://github.com/qltysh/qlty/pull/1591,MERGED,2655
defog-ai,defog-python,https://github.com/defog-ai/defog-python/pull/80,MERGED,48
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30609,MERGED,32708
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/96,MERGED,29
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/112,MERGED,16
py-typedlogic,py-typedlogic,https://github.com/py-typedlogic/py-typedlogic/pull/4,MERGED,12
axelclark,ex338,https://github.com/axelclark/ex338/pull/1355,MERGED,24
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/648,MERGED,126
llun,activities.next,https://github.com/llun/activities.next/pull/102,MERGED,68
hicommonwealth,commonwealth,https://github.com/hicommonwealth/commonwealth/pull/11935,MERGED,80
commontoolsinc,labs,https://github.com/commontoolsinc/labs/pull/568,MERGED,18
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/136,MERGED,29
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/120,MERGED,29
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/441,MERGED,1223
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/445,MERGED,1223
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/787,MERGED,126
julep-ai,julep,https://github.com/julep-ai/julep/pull/1275,MERGED,5478
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/552,MERGED,126
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/61,MERGED,23
ascorbic,unpic-img,https://github.com/ascorbic/unpic-img/pull/784,MERGED,1728
aklinker1,bunv,https://github.com/aklinker1/bunv/pull/22,MERGED,20
utensils,mcp-nixos,https://github.com/utensils/mcp-nixos/pull/10,MERGED,128
sublime-security,sublime-rules,https://github.com/sublime-security/sublime-rules/pull/2469,MERGED,310
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30423,MERGED,32708
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/111,MERGED,29
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30458,MERGED,32708
blackkittylabs,kittynode,https://github.com/blackkittylabs/kittynode/pull/614,MERGED,64
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30708,MERGED,32708
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/117,MERGED,29
renlabs-dev,torus-ts,https://github.com/renlabs-dev/torus-ts/pull/140,MERGED,12
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/695,MERGED,126
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/15824,MERGED,9923
grafana,loki,https://github.com/grafana/loki/pull/16510,MERGED,25582
ComposioHQ,composio,https://github.com/ComposioHQ/composio/pull/1567,MERGED,25453
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/89,MERGED,29
alexei-led,aws-mcp-server,https://github.com/alexei-led/aws-mcp-server/pull/10,MERGED,121
cloudflare,workerd,https://github.com/cloudflare/workerd/pull/3893,MERGED,6767
sakaiproject,sakai,https://github.com/sakaiproject/sakai/pull/13513,MERGED,1151
PipedreamHQ,pipedream,https://github.com/PipedreamHQ/pipedream/pull/16010,MERGED,9923
allenai,open-instruct,https://github.com/allenai/open-instruct/pull/598,MERGED,2994
alexei-led,aws-mcp-server,https://github.com/alexei-led/aws-mcp-server/pull/4,MERGED,121
567-labs,instructor,https://github.com/567-labs/instructor/pull/1375,MERGED,10691
codefriar,sf-mcp,https://github.com/codefriar/sf-mcp/pull/1,MERGED,28
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1731,MERGED,250
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/101,MERGED,77
turlockmike,hataraku,https://github.com/turlockmike/hataraku/pull/83,MERGED,31
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/742,MERGED,126
tomakado,dumbql,https://github.com/tomakado/dumbql/pull/21,MERGED,46
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/628,MERGED,126
brentyi,tyro,https://github.com/brentyi/tyro/pull/269,MERGED,646
waldzellai,waldzell-mcp,https://github.com/waldzellai/waldzell-mcp/pull/20,MERGED,109
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/481,MERGED,126
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/687,MERGED,126
brentyi,tyro,https://github.com/brentyi/tyro/pull/274,MERGED,646
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/652,MERGED,126
prescient-design,cortex,https://github.com/prescient-design/cortex/pull/17,MERGED,41
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/629,MERGED,126
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/110,MERGED,77
dxos,dxos,https://github.com/dxos/dxos/pull/8814,MERGED,429
nerfstudio-project,viser,https://github.com/nerfstudio-project/viser/pull/440,MERGED,1223
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/56,MERGED,23
aleph-im,pyaleph,https://github.com/aleph-im/pyaleph/pull/771,MERGED,90
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/508,MERGED,126
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/595,MERGED,126
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/93,MERGED,77
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/544,MERGED,126
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1728,MERGED,250
qltysh,qlty,https://github.com/qltysh/qlty/pull/1589,MERGED,2655
honeycombio,honeycomb-mcp,https://github.com/honeycombio/honeycomb-mcp/pull/32,MERGED,23
etalab,admin_api_entreprise,https://github.com/etalab/admin_api_entreprise/pull/1835,MERGED,11
yumemi-inc,Tart,https://github.com/yumemi-inc/Tart/pull/74,MERGED,29
liam-hq,liam,https://github.com/liam-hq/liam/pull/1418,MERGED,4042
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/137,MERGED,29
brentyi,tyro,https://github.com/brentyi/tyro/pull/271,MERGED,646
coder,coder,https://github.com/coder/coder/pull/17164,MERGED,9997
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/115,MERGED,77
mc-bench,mc-bench-backend,https://github.com/mc-bench/mc-bench-backend/pull/143,MERGED,29
mc-bench,mc-bench-frontend,https://github.com/mc-bench/mc-bench-frontend/pull/104,MERGED,16
ditto-assistant,ditto-app,https://github.com/ditto-assistant/ditto-app/pull/422,MERGED,30
dbieber,GoNoteGo,https://github.com/dbieber/GoNoteGo/pull/104,MERGED,77
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/91,MERGED,990
cpunion,axum-params,https://github.com/cpunion/axum-params/pull/27,MERGED,12
natolambert,rlhf-book,https://github.com/natolambert/rlhf-book/pull/70,MERGED,990
doobidoo,mcp-memory-service,https://github.com/doobidoo/mcp-memory-service/pull/8,MERGED,353
giselles-ai,giselle,https://github.com/giselles-ai/giselle/pull/501,MERGED,126
Shopify,app_profiler,https://github.com/Shopify/app_profiler/pull/166,MERGED,247
basicmachines-co,basic-memory,https://github.com/basicmachines-co/basic-memory/pull/88,MERGED,811
rishikanthc,Scriberr,https://github.com/rishikanthc/Scriberr/pull/89,MERGED,868
artsy,eigen,https://github.com/artsy/eigen/pull/11709,MERGED,3667
geneontology,go-ontology,https://github.com/geneontology/go-ontology/pull/30207,MERGED,234
expectedparrot,edsl,https://github.com/expectedparrot/edsl/pull/1726,MERGED,250
shandley,awesome-virome,https://github.com/shandley/awesome-virome/pull/43,MERGED,36
mattermost,mattermost,https://github.com/mattermost/mattermost/pull/30608,MERGED,32708
